iter	Logloss
155	0.2751215169
156	0.2750088029
157	0.2748707706
158	0.2747485722
159	0.2746510847
160	0.2745081945
161	0.2744327003
162	0.2743252169
163	0.2741936075
164	0.274080551
165	0.273915784
166	0.2738373483
167	0.2737514778
168	0.273575049
169	0.2734160994
170	0.2732932826
171	0.2731353117
172	0.2730165641
173	0.2728877422
174	0.2727664708
175	0.2726725671
176	0.2725840928
177	0.2725294336
178	0.2723218093
179	0.2721685134
180	0.2720329172
181	0.2719254797
182	0.2717134763
183	0.2716189799
184	0.2715163588
185	0.2714184861
186	0.2713206139
187	0.2712295701
188	0.2711558785
189	0.2709048951
190	0.2707984906
191	0.2705919408
192	0.2705134967
193	0.2703858663
194	0.2702849762
195	0.2701582272
196	0.2700477884
197	0.2699394581
198	0.2698545937
199	0.2697755718
200	0.2696541584
201	0.2695572653
202	0.2694327624
203	0.269332181
204	0.2692705082
205	0.2692164652
206	0.2690895997
207	0.2690066328
208	0.2688049919
209	0.2687452786
210	0.2686380091
211	0.2685416752
212	0.2682950806
213	0.2681858549
214	0.2681063678
215	0.2680012485
216	0.267882404
217	0.2677666685
218	0.2676657002
219	0.2674720985
220	0.2673492124
221	0.2672806847
222	0.2671926295
223	0.2671000396
224	0.2670030883
225	0.2669016614
226	0.2668113069
227	0.2667179442
228	0.2666319368
229	0.2664560331
230	0.2662651394
231	0.2661624782
232	0.265995517
233	0.265873612
234	0.2657220803
235	0.2656493567
236	0.2655396177
237	0.2654786997
238	0.2653959802
239	0.2653213135
240	0.2652649683
241	0.2651719968
242	0.2650775623
243	0.2649896291
244	0.2649254251
245	0.2648386558
246	0.264750305
247	0.2646572083
248	0.2645391809
249	0.2643607265
250	0.2642265985
251	0.2641817691
252	0.2641374221
253	0.2640575024
254	0.2639033489
255	0.2638171338
256	0.2637545573
257	0.2636802542
258	0.2635960166
259	0.2635370581
260	0.2634508568
261	0.2634098128
262	0.2633149713
263	0.2632545049
264	0.2631564061
265	0.2630636156
266	0.262972721
267	0.2628883661
268	0.2627972722
269	0.2627462084
270	0.2626468414
271	0.2625480856
272	0.2624754378
273	0.2623438962
274	0.2622561586
275	0.262167122
276	0.2621076837
277	0.2620549969
278	0.2620149939
279	0.2619111491
280	0.2618433647
281	0.2617451783
282	0.261604547
283	0.2614812022
284	0.2613931271
285	0.2612681176
286	0.2611921861
287	0.2610928417
288	0.2610087034
289	0.2609451236
290	0.2608839958
291	0.2607688155
292	0.2606723498
293	0.2605777585
294	0.2605141012
295	0.2604302551
296	0.2603716473
297	0.260311366
298	0.260266531
299	0.2602149136
300	0.2601595747
301	0.2601098963
302	0.2600525193
303	0.2599985552
304	0.2599646136
305	0.2599033993
306	0.2597745688
307	0.2596021553
308	0.2595490809
309	0.2594187908
310	0.2593556175
311	0.2593103182
312	0.2592291957
313	0.2591211369
314	0.2590432567
315	0.2589853876
316	0.2589444601
317	0.2588365053
318	0.2587986508
319	0.2587331791
320	0.2586701618
321	0.2585939743
322	0.2584797505
323	0.2584212056
324	0.2583368401
325	0.2582862546
326	0.2582113631
327	0.258179757
328	0.258114687
329	0.2580163258
330	0.257987909
331	0.2579431787
332	0.257844072
333	0.2578146149
334	0.2577406304
335	0.2576785175
336	0.2576312492
337	0.2575684997
338	0.2575004022
339	0.2574643739
340	0.2574120799
341	0.2573325377
342	0.2572062311
343	0.2571549822
344	0.257111413
345	0.2570299977
346	0.2569975512
347	0.256963636
348	0.2568991642
349	0.2568397393
350	0.2567389559
351	0.2566900918
352	0.256614947
353	0.2565683612
354	0.2565371717
355	0.256495519
356	0.2563936685
357	0.2563373357
358	0.2562514612
359	0.2561943885
360	0.2561360227
361	0.2560671776
362	0.2559886909
363	0.2559495409
364	0.2558708064
365	0.2557670917
366	0.2556967089
367	0.2556496885
368	0.2556031343
369	0.255529276
370	0.2554783721
371	0.2554346963
372	0.2553811382
373	0.2553489185
374	0.2551919234
375	0.2551408515
376	0.2550488685
377	0.2550250871
378	0.2549430335
379	0.2548889951
380	0.2548454847
381	0.2547940354
382	0.2547019707
383	0.2546505317
384	0.2545649039
385	0.2545026266
386	0.2544477735
387	0.2544051113
388	0.2543406079
389	0.2542902854
390	0.2542167267
391	0.2541519953
392	0.2541070975
393	0.2540611877
394	0.2539964734
395	0.2539591045
396	0.2539054243
397	0.2538610475
398	0.2538276659
399	0.2537673555
400	0.2536854641
401	0.2536233463
402	0.2535910758
403	0.2535348006
404	0.2534673693
405	0.2533943477
406	0.2533235144
407	0.2532449216
408	0.2531358974
409	0.2530797524
410	0.2530374391
411	0.2529933792
412	0.2529411584
413	0.2529144478
414	0.2528870298
415	0.2528165099
416	0.2527954566
417	0.252721549
418	0.2526488036
419	0.2526064101
420	0.252549594
421	0.252459218
422	0.2523964772
423	0.2523700865
424	0.2523404616
425	0.2522908719
426	0.2522463476
427	0.2521648533
428	0.2521336861
429	0.2521008809
430	0.2520395772
431	0.2520091757
432	0.251924865
433	0.2518937957
434	0.2518222372
435	0.2517318096
436	0.2516680907
437	0.2516126765
438	0.2515479359
439	0.2515083465
440	0.2513945337
441	0.2513721518
442	0.251331955
443	0.2512793056
444	0.2512143611
445	0.2511731996
446	0.2511331539
447	0.2510624499
448	0.2510041051
449	0.2509419182
450	0.2509099013
451	0.2508708847
452	0.2507945559
453	0.2507492355
454	0.2506967058
455	0.2506521788
456	0.2506086232
457	0.250538281
458	0.2504328179
459	0.250367912
460	0.2503369853
461	0.250265331
462	0.2502366916
463	0.2501989724
464	0.2501712739
465	0.2501379338
466	0.2500987057
467	0.2500506597
468	0.2499499609
469	0.2498296207
470	0.2497874393
471	0.2497559619
472	0.2497021439
473	0.2496403494
474	0.2495687645
475	0.2495226192
476	0.2494904277
477	0.2494637596
478	0.2494196757
479	0.2493810883
480	0.2493508254
481	0.2492820783
482	0.2491704512
483	0.2491294113
484	0.2490977734
485	0.2490699491
486	0.249038372
487	0.2489740669
488	0.248946528
489	0.2488999188
490	0.248849797
491	0.2488067922
492	0.2487568107
493	0.2486807748
494	0.2486349014
495	0.2485318426
496	0.2485123797
497	0.2484528847
498	0.2484260647
499	0.2483894116
500	0.2483479938
501	0.248323591
502	0.2482456617
503	0.2482239657
504	0.2481722252
505	0.24814302
506	0.2480767048
507	0.2480007618
508	0.2479540464
509	0.2479232108
510	0.2478740293
511	0.2478411577
512	0.2477938988
513	0.2477475557
514	0.2477160028
515	0.2476856795
516	0.247660125
517	0.2476120434
518	0.247579039
519	0.2475215096
520	0.2474809524
521	0.247423267
522	0.247372351
523	0.247333044
524	0.2473144556
525	0.2472561785
526	0.2471749162
527	0.2471411624
528	0.2470631484
529	0.2470218239
530	0.2469556055
531	0.2468939309
532	0.2468759202
533	0.2468514561
534	0.2468147597
535	0.2467874998
536	0.2467428316
537	0.246690032
538	0.2466508479
539	0.2466261695
540	0.2465960033
541	0.2465636021
542	0.2464276695
543	0.2464053504
544	0.2463272338
545	0.2462860521
546	0.2462584511
547	0.2462203056
548	0.2461930257
549	0.2461409375
550	0.2461173213
551	0.2460712153
552	0.2459405
553	0.2458874069
554	0.2458510152
555	0.2457772425
556	0.2457168122
557	0.2456961345
558	0.2456439573
559	0.245613299
560	0.2455973384
561	0.2455745263
562	0.2455320701
563	0.2454970063
564	0.2454649307
565	0.2454456079
566	0.2454118927
567	0.2453840172
568	0.2453530666
569	0.2453065217
570	0.2452659584
571	0.2452390107
572	0.2451538236
573	0.2451321537
574	0.2450978803
575	0.2450480073
576	0.2449621581
577	0.2449431575
578	0.2448988088
579	0.2448491701
580	0.2448186049
581	0.2448011885
582	0.2447785701
583	0.244749196
584	0.2447131862
585	0.2446843511
586	0.24456431
587	0.2445153259
588	0.2444750739
589	0.244450337
590	0.2444271985
591	0.2443601079
592	0.2443167302
593	0.2442853084
594	0.2441801862
595	0.2441364086
596	0.244093937
597	0.2440769529
598	0.244054231
599	0.24403911
600	0.2439727732
601	0.2439267541
602	0.2438534927
603	0.2438245086
604	0.2437974693
605	0.2437537093
606	0.2436784573
607	0.2436587948
608	0.2436079002
609	0.2435763019
610	0.2435311735
611	0.243493856
612	0.2434506521
613	0.2434300433
614	0.2433968186
615	0.2433765419
616	0.2433551656
617	0.2433297337
618	0.2433007256
619	0.2432569155
620	0.2432074896
621	0.2431833641
622	0.2431572701
623	0.2431086945
624	0.2430765729
625	0.243048047
626	0.2430180388
627	0.2430002241
628	0.2429615837
629	0.2429380803
630	0.2429202803
631	0.2429087491
632	0.2428934976
633	0.242852575
634	0.2428185918
635	0.2427678062
636	0.2427478602
637	0.242717632
638	0.2426838381
639	0.2426508609
640	0.2426191333
641	0.2425805407
642	0.2425463431
643	0.2425262635
644	0.242498678
645	0.2424419797
646	0.2424164829
647	0.2423735503
648	0.2423390972
649	0.2422860078
650	0.2422565593
651	0.2422306239
652	0.2421878424
653	0.2421279902
654	0.2421074021
655	0.242068321
656	0.2420279179
657	0.2419829676
658	0.2419618123
659	0.2419442552
660	0.2419091801
661	0.2418573194
662	0.2418248591
663	0.2417970678
664	0.2417647584
665	0.241712174
666	0.241686903
667	0.2416435729
668	0.2416279573
669	0.2415969283
670	0.2415738602
671	0.2415361519
672	0.2415140023
673	0.2414915842
674	0.2414635627
675	0.2414454453
676	0.2414072124
677	0.2413517051
678	0.2413340787
679	0.2413026658
680	0.2412733632
681	0.2412562313
682	0.2412400274
683	0.2411472283
684	0.2411134218
685	0.2410563875
686	0.2410009853
687	0.2409494691
688	0.2409382358
689	0.2409150948
690	0.2408837056
691	0.2408548107
692	0.2408040893
693	0.2407779543
694	0.240754463
695	0.2407302622
696	0.2407160555
697	0.2406818286
698	0.2406441942
699	0.2406026991
700	0.2405501964
701	0.2405008419
702	0.2404685058
703	0.2404434194
704	0.2404008086
705	0.2403803932
706	0.2403615287
707	0.2403116763
708	0.2402694842
709	0.2402325821
710	0.2402011322
711	0.2401797284
712	0.2401614099
713	0.2401305952
714	0.2401093817
715	0.2400951464
716	0.2400586774
717	0.239982938
718	0.2399590603
719	0.2399064746
720	0.2398614283
721	0.2398298236
722	0.2398119538
723	0.2397942565
724	0.2397608747
725	0.2397403219
726	0.2397065318
727	0.2396927941
728	0.2396471468
729	0.2396142135
730	0.2395889669
731	0.2395711304
732	0.2395602466
733	0.2395227266
734	0.2394878062
735	0.2394417384
736	0.2394255147
737	0.2394043761
738	0.2393852662
739	0.2393428324
740	0.2392742553
741	0.239238638
742	0.2392090638
743	0.2391718024
744	0.2391367096
745	0.2391141134
746	0.2390969047
747	0.2390840743
748	0.2390461475
749	0.2390133961
750	0.2389987577
751	0.2389643565
752	0.2389260781
753	0.2388903373
754	0.2388459036
755	0.2388297884
756	0.2388110606
757	0.2387851766
758	0.2387555645
759	0.2387440014
760	0.2387293218
761	0.2386648364
762	0.2386222393
763	0.2385921531
764	0.2385715128
765	0.2385235348
766	0.2385040814
767	0.2384818517
768	0.2384601462
769	0.2384443671
770	0.2384199918
771	0.2383954511
772	0.2383686832
773	0.2383538488
774	0.2383260639
775	0.2382855364
776	0.2382665421
777	0.2382329131
778	0.2382036302
779	0.2381801465
780	0.23814971
781	0.2381374147
782	0.2381006628
783	0.2380752087
784	0.2380582939
785	0.2380243522
786	0.2380000506
787	0.237977379
788	0.2379177509
789	0.2378970237
790	0.2378842046
791	0.2378487242
792	0.2378308968
793	0.2378195069
794	0.2378037575
795	0.2377816084
796	0.2377420872
797	0.2377052179
798	0.2376872462
799	0.2376745157
800	0.2376498285
801	0.2376350888
802	0.2376141548
803	0.2375924023
804	0.2375566171
805	0.2375304123
806	0.2375158152
807	0.2374941598
808	0.2374740224
809	0.2374567153
810	0.237421315
811	0.237387332
812	0.2373632101
813	0.2373461239
814	0.2373126275
815	0.2372778068
816	0.2372552216
817	0.2372429133
818	0.2372286406
819	0.2372115781
820	0.2371855912
821	0.2371713049
822	0.237148525
823	0.2371313669
824	0.2371112391
825	0.23708882
826	0.237067041
827	0.2370536834
828	0.2370191728
829	0.2369820666
830	0.2369458559
831	0.2369357686
832	0.2369145998
833	0.2368824426
834	0.2368669904
835	0.2368524175
836	0.2368375303
837	0.2368262432
838	0.2368108368
839	0.2367893819
840	0.2367634525
841	0.2367393714
842	0.2367195864
843	0.2366846909
844	0.2366532246
845	0.2366335909
846	0.2366150474
847	0.2365960396
848	0.2365767912
849	0.2365563403
850	0.2365019862
851	0.236483606
852	0.2364721399
853	0.2364628296
854	0.236440075
855	0.2364056035
856	0.236376318
857	0.2363516276
858	0.2363250763
859	0.2363039483
860	0.2362842082
861	0.2362547817
862	0.2362251549
863	0.2362053166
864	0.2361682103
865	0.2361336536
866	0.2361066821
867	0.2360892511
868	0.2360731008
869	0.2360437771
870	0.2360271489
871	0.2360119758
872	0.2359957753
873	0.235945292
874	0.235934587
875	0.235901055
876	0.2358717236
877	0.2358434432
878	0.235811343
879	0.2357935419
880	0.2357756601
881	0.2357574587
882	0.2357445546
883	0.2357200945
884	0.2356830273
885	0.2356550614
886	0.235634035
887	0.235603585
888	0.2355581702
889	0.2355371323
890	0.2355157349
891	0.2355016276
892	0.2354824941
893	0.2354662037
894	0.2354532158
895	0.2354382226
896	0.2354227429
897	0.2354092961
898	0.2353726509
899	0.2353500697
900	0.2353034312
901	0.2352838248
902	0.2352639658
903	0.2352428514
904	0.2352291458
905	0.2352179854
906	0.2352074274
907	0.2351911305
908	0.2351459408
909	0.2351302727
910	0.235115709
911	0.2351007023
912	0.2350652995
913	0.2350536826
914	0.2350288104
915	0.235001831
916	0.2349803761
917	0.234962654
918	0.2349532478
919	0.2349223923
920	0.2348916189
921	0.2348729634
922	0.2348502522
923	0.2348348049
924	0.2348223879
925	0.234794264
926	0.2347782037
927	0.2347315674
928	0.2347156324
929	0.2346940085
930	0.2346780213
931	0.2346573142
932	0.2346339753
933	0.2345983698
934	0.2345564367
935	0.2345405483
936	0.2345159402
937	0.2345021439
938	0.2344703931
939	0.2344447405
940	0.2344235152
941	0.2343903154
942	0.2343763157
943	0.2343616612
944	0.2343399147
945	0.2343274215
946	0.234317566
947	0.2343021434
948	0.2342861183
949	0.2342737684
950	0.234263453
951	0.2342226826
952	0.2342055355
953	0.2341953726
954	0.234177809
955	0.2341546232
956	0.2341114131
957	0.2340910948
958	0.234075703
959	0.2340427297
960	0.2340336606
961	0.2340093589
962	0.2339780155
963	0.2339546424
964	0.2339211238
965	0.2338840478
966	0.2338542098
967	0.2338368612
968	0.2338203495
969	0.2337994833
970	0.2337854286
971	0.2337670301
972	0.2337537594
973	0.2337186662
974	0.2337008919
975	0.2336871086
976	0.2336722192
977	0.2336638592
978	0.2336504882
979	0.233624305
980	0.2336050208
981	0.2335748593
982	0.2335303655
983	0.2334994064
984	0.2334868749
985	0.2334739154
986	0.2334494954
987	0.2334316394
988	0.2334192527
989	0.2334048871
990	0.2333759631
991	0.2333617654
992	0.2333457561
993	0.2333349202
994	0.2333209598
995	0.2333043803
996	0.2332817346
997	0.2332602705
998	0.2332346671
999	0.2332202792
1000	0.2331916147
1001	0.2331770106
1002	0.2331678707
1003	0.2331558449
1004	0.2331464693
1005	0.2331241052
1006	0.2331102069
1007	0.2330944545
1008	0.2330761046
1009	0.2330679836
1010	0.2330529386
1011	0.2330269347
1012	0.2330109082
1013	0.2329925744
1014	0.2329790076
1015	0.2329690293
1016	0.2329358673
1017	0.2329190997
1018	0.2328883864
1019	0.2328688386
1020	0.2328564041
1021	0.2328318394
1022	0.2327648298
1023	0.232749878
1024	0.2327277543
1025	0.2327148453
1026	0.2327049465
1027	0.2326962875
1028	0.2326735634
1029	0.2326429801
1030	0.2326322245
1031	0.2326053643
1032	0.2325957725
1033	0.2325832199
1034	0.232571963
1035	0.2325613972
1036	0.2325400175
1037	0.2325270387
1038	0.2325090986
1039	0.232495551
1040	0.2324773447
1041	0.2324524833
1042	0.2324221799
1043	0.2324098874
1044	0.2324020657
1045	0.2323682657
1046	0.2323549581
1047	0.2323275945
1048	0.2323170336
1049	0.2323025015
1050	0.2322635374
1051	0.2322457108
1052	0.2322285585
1053	0.2322086164
1054	0.2321825615
1055	0.2321327967
1056	0.2321129264
1057	0.2320915878
1058	0.2320733442
1059	0.2320470449
1060	0.2320325858
1061	0.231993248
1062	0.2319823648
1063	0.231963077
1064	0.2319445699
1065	0.2319296433
1066	0.2319125998
1067	0.2319022955
1068	0.2318867998
1069	0.2318729876
1070	0.2318599105
1071	0.2318457594
1072	0.2318329147
1073	0.2318168733
1074	0.2318065007
1075	0.2317934856
1076	0.2317755648
1077	0.231755842
1078	0.231743075
1079	0.2317301325
1080	0.231714859
1081	0.2316800936
1082	0.2316682451
1083	0.2316398197
1084	0.2316202117
1085	0.2315905523
1086	0.2315724652
1087	0.2315559394
1088	0.2315246215
1089	0.2315066841
1090	0.2314923933
1091	0.2314636943
1092	0.2314347434
1093	0.2314229192
1094	0.2314091313
1095	0.2313910672
1096	0.2313761972
1097	0.2313616918
1098	0.2313308869
1099	0.2313134299
1100	0.231277925
1101	0.2312570741
1102	0.2312433113
1103	0.2312334436
1104	0.2312137575
1105	0.2311977647
1106	0.2311867846
1107	0.2311795091
1108	0.2311421274
1109	0.2311300867
1110	0.2310649933
1111	0.2310348983
1112	0.2310277844
1113	0.2310171047
1114	0.2310023107
1115	0.2309915941
1116	0.2309804784
1117	0.2309644643
1118	0.2309316293
1119	0.2309182534
1120	0.230900394
1121	0.2308885234
1122	0.2308716063
1123	0.230860287
1124	0.230849192
1125	0.2308330263
1126	0.2308127073
1127	0.2308013093
1128	0.2307900435
1129	0.2307635711
1130	0.2307493233
1131	0.2307392232
1132	0.2307289192
1133	0.2307192
1134	0.2307041644
1135	0.2306709686
1136	0.2306473939
1137	0.2306333327
1138	0.2306159576
1139	0.2305912462
1140	0.2305697299
1141	0.2305358194
1142	0.2305101977
1143	0.2305024761
1144	0.2304879205
1145	0.2304756654
1146	0.2304627881
1147	0.2304501183
1148	0.2304382483
1149	0.2304094913
1150	0.2303974713
1151	0.230382228
1152	0.2303461003
1153	0.2303329602
1154	0.2302990186
1155	0.2302737438
1156	0.230244083
1157	0.2302323632
1158	0.2302053234
1159	0.2301921918
1160	0.2301830094
1161	0.2301726711
1162	0.23014614
1163	0.2300956015
1164	0.2300732338
1165	0.2300552703
1166	0.2300482784
1167	0.2300267186
1168	0.2299948502
1169	0.2299844532
1170	0.229972219
1171	0.2299636897
1172	0.2299478582
1173	0.2299248933
1174	0.229900233
1175	0.2298800232
1176	0.2298572809
1177	0.2298271608
1178	0.2298133693
1179	0.2297900962
1180	0.2297730242
1181	0.2297664149
1182	0.2297560593
1183	0.2297372068
1184	0.2297279251
1185	0.2296972625
1186	0.2296824561
1187	0.2296737651
1188	0.2296646426
1189	0.2296544316
1190	0.2296468165
1191	0.2296341564
1192	0.2296101524
1193	0.2295958019
1194	0.2295703122
1195	0.2295591885
1196	0.2295455527
1197	0.2295310738
1198	0.2295042193
1199	0.229494463
1200	0.2294810369
1201	0.2294688214
1202	0.2294587595
1203	0.2294486967
1204	0.2294335495
1205	0.2294229504
1206	0.2294162303
1207	0.2294046691
1208	0.2293803329
1209	0.2293622639
1210	0.229341283
1211	0.2293313122
1212	0.2292642495
1213	0.2292491589
1214	0.2292264908
1215	0.2292128428
1216	0.2291968384
1217	0.2291876629
1218	0.2291814524
1219	0.2291660125
1220	0.2291545732
1221	0.2291347429
1222	0.2291227073
1223	0.2290998083
1224	0.2290897171
1225	0.2290782907
1226	0.2290701589
1227	0.2290620662
1228	0.2290534524
1229	0.2290401318
1230	0.2290228282
1231	0.2290098806
1232	0.2289977894
1233	0.2289883248
1234	0.2289713885
1235	0.2289545973
1236	0.2289348486
1237	0.2289046237
1238	0.2288938634
1239	0.2288683764
1240	0.228857983
1241	0.2288363952
1242	0.2288094873
1243	0.228779735
1244	0.228752015
1245	0.2287430782
1246	0.2287250416
1247	0.2287048893
1248	0.2286944082
1249	0.2286807941
1250	0.2286685716
1251	0.2286591266
1252	0.2286504443
1253	0.2286343248
1254	0.2286225799
1255	0.2285967663
1256	0.2285861503
1257	0.2285668382
1258	0.228557399
1259	0.2285343912
1260	0.2285290037
1261	0.2285174202
1262	0.2285022369
1263	0.2284836585
1264	0.2284740224
1265	0.2284637169
1266	0.2284452784
1267	0.2284293397
1268	0.2284076996
1269	0.2283989375
1270	0.2283748271
1271	0.2283590482
1272	0.2283344459
1273	0.2283173432
1274	0.228293538
1275	0.2282770772
1276	0.2282647804
1277	0.2282359008
1278	0.2282279823
1279	0.228205078
1280	0.2281908961
1281	0.2281679286
1282	0.2281478126
1283	0.22814014
1284	0.2281316314
1285	0.2281215603
1286	0.2281002215
1287	0.2280806204
1288	0.2280641982
1289	0.2280505224
1290	0.2280327958
1291	0.22802176
1292	0.2280122119
1293	0.2279996512
1294	0.2279928397
1295	0.2279823635
1296	0.2279713838
1297	0.2279502792
1298	0.2279379123
1299	0.2279283027
1300	0.2279097784
1301	0.2279024096
1302	0.2278932544
1303	0.2278803733
1304	0.2278747436
1305	0.2278557572
1306	0.2278387614
1307	0.2278383575
1308	0.2278342324
1309	0.2278255333
1310	0.2278134412
1311	0.2277967187
1312	0.2277779734
1313	0.227768885
1314	0.2277583146
1315	0.2277491205
1316	0.2277486931
1317	0.2277301753
1318	0.2277145097
1319	0.227704879
1320	0.2276824905
1321	0.2276796796
1322	0.227666555
1323	0.2276568398
1324	0.2276564578
1325	0.2276332816
1326	0.2276213115
1327	0.2275960525
1328	0.2275761163
1329	0.2275698605
1330	0.2275551622
1331	0.2275479622
1332	0.2275306084
1333	0.2275155568
1334	0.2275080749
1335	0.2274903551
1336	0.2274663616
1337	0.2274511284
1338	0.2274441539
1339	0.2274271839
1340	0.2274210965
1341	0.2274087363
1342	0.2273950941
1343	0.2273839204
1344	0.2273760621
1345	0.2273684347
1346	0.2273601486
1347	0.2273525986
1348	0.2273328549
1349	0.2272990263
1350	0.2272768739
1351	0.2272642066
1352	0.2272514936
1353	0.2272159289
1354	0.2271860202
1355	0.2271701481
1356	0.2271517336
1357	0.2271373021
1358	0.2271255901
1359	0.227108539
1360	0.2270999124
1361	0.2270940723
1362	0.2270849467
1363	0.2270685382
1364	0.227056339
1365	0.2270446654
1366	0.2270379657
1367	0.2270300452
1368	0.2270135731
1369	0.2270029103
1370	0.2269810466
1371	0.226973845
1372	0.2269643919
1373	0.2269474357
1374	0.2269357239
1375	0.2269249892
1376	0.2269180539
1377	0.226907294
1378	0.2268985184
1379	0.2268513429
1380	0.2268413613
1381	0.2268146073
1382	0.2268040045
1383	0.2267900678
1384	0.226781317
1385	0.2267723628
1386	0.2267454339
1387	0.226730876
1388	0.2267220162
1389	0.2267057647
1390	0.2266854275
1391	0.2266758518
1392	0.2266672169
1393	0.2266578744
1394	0.2266365799
1395	0.2266065045
1396	0.2265935615
1397	0.2265873924
1398	0.2265815949
1399	0.2265664236
1400	0.2265476646
1401	0.2265408001
1402	0.2265167402
1403	0.2264977866
1404	0.2264848924
1405	0.2264732818
1406	0.2264648192
1407	0.2264551086
1408	0.2264401305
1409	0.2264318357
1410	0.2264237411
1411	0.2264166093
1412	0.2264036582
1413	0.2263883566
1414	0.2263793291
1415	0.2263668823
1416	0.2263576626
1417	0.2263454922
1418	0.2263376897
1419	0.2263210844
1420	0.2263048619
1421	0.226278816
1422	0.2262620585
1423	0.2262534407
1424	0.2262453848
1425	0.2262354428
1426	0.2262149523
1427	0.2262031642
1428	0.2261955509
1429	0.2261803662
1430	0.2261735853
1431	0.2261631728
1432	0.2261490724
1433	0.2261416291
1434	0.2261241901
1435	0.2261132356
1436	0.2260981229
1437	0.2260859239
1438	0.2260751414
1439	0.2260634294
1440	0.2260570306
1441	0.2260489346
1442	0.2260342791
1443	0.2260145748
1444	0.2259989035
1445	0.2259914131
1446	0.2259832485
1447	0.2259646561
1448	0.2259536908
1449	0.2259421784
1450	0.2259317123
1451	0.2258975477
1452	0.225888832
1453	0.2258792237
1454	0.2258661735
1455	0.2258551689
1456	0.225842446
1457	0.2258232312
1458	0.2258013169
1459	0.2257834074
1460	0.2257772693
1461	0.2257695236
1462	0.2257555035
1463	0.2257499493
1464	0.2257382748
1465	0.2257242413
1466	0.2257038477
1467	0.2256953894
1468	0.2256870931
1469	0.2256769098
1470	0.2256650584
1471	0.2256523604
1472	0.2256415093
1473	0.2256342136
1474	0.2256282643
1475	0.22562107
1476	0.225610707
1477	0.225602916
1478	0.2255898146
1479	0.225575113
1480	0.2255591108
1481	0.225546052
1482	0.2255360051
1483	0.2255239317
1484	0.2255144721
1485	0.2255078172
1486	0.2254967698
1487	0.2254830417
1488	0.225472768
1489	0.2254638873
1490	0.2254536548
1491	0.2254449395
1492	0.225436349
1493	0.2254151654
1494	0.2254087402
1495	0.2253992643
1496	0.2253896155
1497	0.2253772515
1498	0.2253710127
1499	0.2253589232
1500	0.2253467197
1501	0.2253401819
1502	0.2253323738
1503	0.225320025
1504	0.2252940775
1505	0.2252864069
1506	0.2252695836
1507	0.2252631478
1508	0.2252533914
1509	0.2252452578
1510	0.2252342329
1511	0.2252181415
1512	0.2252071331
