iter	Logloss
1513	0.2251999624
1514	0.2251906653
1515	0.2251836861
1516	0.2251758672
1517	0.2251634517
1518	0.2251560597
1519	0.2251433334
1520	0.2251334115
1521	0.2251187414
1522	0.225110555
1523	0.2251036725
1524	0.2250945297
1525	0.2250843045
1526	0.2250737132
1527	0.2250641283
1528	0.2250577015
1529	0.2250481438
1530	0.2250281565
1531	0.2250118255
1532	0.2249960432
1533	0.2249805801
1534	0.224971225
1535	0.2249613602
1536	0.2249500679
1537	0.2249385094
1538	0.2249233456
1539	0.224914092
1540	0.224904349
1541	0.2248965276
1542	0.2248896532
1543	0.2248780183
1544	0.22486454
1545	0.2248340074
1546	0.2248316762
1547	0.2248089639
1548	0.2248040521
1549	0.2247990842
1550	0.2247823855
1551	0.2247770768
1552	0.2247768555
1553	0.2247667966
1554	0.2247667776
1555	0.2247667728
1556	0.224766768
1557	0.2247651132
1558	0.2247531254
1559	0.2247451477
1560	0.2247365635
1561	0.2247254876
1562	0.2246965026
1563	0.2246964979
1564	0.2246871365
1565	0.2246726364
1566	0.2246552794
1567	0.2246509065
1568	0.2246486159
1569	0.2246390978
1570	0.2246366757
1571	0.2246251683
1572	0.2246221066
1573	0.2246086531
1574	0.2245950498
1575	0.2245879555
1576	0.2245838557
1577	0.2245728939
1578	0.2245657419
1579	0.224563835
1580	0.2245549994
1581	0.2245462559
1582	0.2245400294
1583	0.2245302571
1584	0.2245176328
1585	0.2245080214
1586	0.2244920762
1587	0.2244754234
1588	0.2244705341
1589	0.224459011
1590	0.224441579
1591	0.2244324721
1592	0.2244277355
1593	0.2244177362
1594	0.2244056383
1595	0.2243935621
1596	0.2243813268
1597	0.2243638803
1598	0.2243529082
1599	0.2243406841
1600	0.2243343778
1601	0.2243269611
1602	0.2243202638
1603	0.2243139806
1604	0.2243046245
1605	0.2242964464
1606	0.2242795515
1607	0.2242685821
1608	0.2242587482
1609	0.2242413711
1610	0.2242272705
1611	0.224214
1612	0.2242034179
1613	0.224195425
1614	0.2241807006
1615	0.2241589805
1616	0.2241486671
1617	0.2241410249
1618	0.2241313298
1619	0.2241092719
1620	0.2241029851
1621	0.2240939183
1622	0.2240865303
1623	0.2240684594
1624	0.2240588182
1625	0.2240402451
1626	0.2240331733
1627	0.2240270146
1628	0.2240210368
1629	0.224014325
1630	0.2240068605
1631	0.2239867797
1632	0.2239709548
1633	0.223953673
1634	0.2239364499
1635	0.2239194574
1636	0.2239113509
1637	0.2238927749
1638	0.2238766988
1639	0.2238674718
1640	0.2238595661
1641	0.2238488569
1642	0.2238406233
1643	0.2238284372
1644	0.2238152815
1645	0.2237930019
1646	0.2237838551
1647	0.2237738637
1648	0.2237660606
1649	0.2237544479
1650	0.2237375765
1651	0.22372784
1652	0.2237200768
1653	0.2237130134
1654	0.2237061422
1655	0.2236925497
1656	0.2236738759
1657	0.2236677013
1658	0.2236595947
1659	0.2236508486
1660	0.223643108
1661	0.2236327794
1662	0.2236215206
1663	0.2236132802
1664	0.2236064867
1665	0.2235969668
1666	0.2235920435
1667	0.2235833632
1668	0.2235720598
1669	0.2235599584
1670	0.2235436772
1671	0.223526538
1672	0.2235168191
1673	0.2235068148
1674	0.2234991829
1675	0.2234922074
1676	0.2234850167
1677	0.2234708563
1678	0.223458844
1679	0.2234510095
1680	0.2234416932
1681	0.223435122
1682	0.2234296809
1683	0.2234210375
1684	0.223419817
1685	0.2234091643
1686	0.2233968634
1687	0.2233949636
1688	0.2233885609
1689	0.2233766975
1690	0.2233681125
1691	0.2233582034
1692	0.2233506597
1693	0.2233380852
1694	0.2233296577
1695	0.2233207655
1696	0.2233100677
1697	0.2232959995
1698	0.2232755233
1699	0.2232693624
1700	0.2232614995
1701	0.2232550495
1702	0.2232480491
1703	0.2232396592
1704	0.223228591
1705	0.2232170239
1706	0.2232104845
1707	0.2232028985
1708	0.2231913864
1709	0.2231828717
1710	0.2231731588
1711	0.2231582129
1712	0.2231474751
1713	0.2231295533
1714	0.2231128527
1715	0.2230983036
1716	0.223081618
1717	0.2230745283
1718	0.2230638015
1719	0.2230480759
1720	0.2230402185
1721	0.2230337819
1722	0.2230247315
1723	0.22301821
1724	0.2230109442
1725	0.2230019847
1726	0.2229948922
1727	0.2229838789
1728	0.2229767119
1729	0.222969128
1730	0.2229579053
1731	0.2229467156
1732	0.2229399196
1733	0.2229306972
1734	0.2229252481
1735	0.2229189323
1736	0.2229176392
1737	0.2229090129
1738	0.2229000167
1739	0.2228927951
1740	0.2228830898
1741	0.2228759109
1742	0.2228687666
1743	0.2228581557
1744	0.2228449413
1745	0.2228391229
1746	0.2228344791
1747	0.2228181609
1748	0.2227855524
1749	0.2227779716
1750	0.2227739078
1751	0.2227646651
1752	0.2227551265
1753	0.2227484796
1754	0.2227346896
1755	0.2227265284
1756	0.2227173208
1757	0.2227044038
1758	0.2226983831
1759	0.2226917215
1760	0.2226788686
1761	0.2226706255
1762	0.2226611374
1763	0.2226473596
1764	0.2226411955
1765	0.2226310814
1766	0.2226294743
1767	0.2226220686
1768	0.2226129536
1769	0.2226086249
1770	0.2226012154
1771	0.2225945086
1772	0.2225792772
1773	0.2225692145
1774	0.2225642442
1775	0.2225592535
1776	0.2225523593
1777	0.2225398363
1778	0.2225330488
1779	0.2225263915
1780	0.222518812
1781	0.2225059335
1782	0.2224872991
1783	0.2224793049
1784	0.2224733822
1785	0.222462243
1786	0.222444709
1787	0.22243671
1788	0.2224211751
1789	0.2224134216
1790	0.2224057323
1791	0.2223993331
1792	0.222393521
1793	0.2223849323
1794	0.2223749776
1795	0.2223666079
1796	0.2223615936
1797	0.2223548299
1798	0.2223453374
1799	0.2223381075
1800	0.2223297334
1801	0.2223126566
1802	0.2223008303
1803	0.2222898008
1804	0.2222781202
1805	0.2222703782
1806	0.2222637397
1807	0.2222486926
1808	0.2222329198
1809	0.2222252694
1810	0.2222198478
1811	0.2222133727
1812	0.2222032305
1813	0.2221941758
1814	0.2221840269
1815	0.2221708406
1816	0.2221631808
1817	0.2221552046
1818	0.2221430707
1819	0.222132348
1820	0.2221224355
1821	0.2221105202
1822	0.222103344
1823	0.222095993
1824	0.2220882825
1825	0.2220766933
1826	0.2220695412
1827	0.2220636583
1828	0.2220553818
1829	0.2220524072
1830	0.222041846
1831	0.2220362141
1832	0.2220271778
1833	0.2220204343
1834	0.2220142265
1835	0.2220084396
1836	0.2220019364
1837	0.221992943
1838	0.2219875339
1839	0.2219813192
1840	0.2219720386
1841	0.2219589338
1842	0.221955658
1843	0.2219452895
1844	0.221938893
1845	0.2219298134
1846	0.2219140398
1847	0.2218846843
1848	0.2218790413
1849	0.2218619067
1850	0.2218540191
1851	0.2218411181
1852	0.2218345349
1853	0.2218281587
1854	0.2218176966
1855	0.2218027828
1856	0.2217900112
1857	0.2217746327
1858	0.2217674789
1859	0.2217586197
1860	0.2217570186
1861	0.2217498595
1862	0.2217315459
1863	0.2217199171
1864	0.221710748
1865	0.221705547
1866	0.2216943502
1867	0.2216847279
1868	0.2216771311
1869	0.2216621284
1870	0.2216544221
1871	0.2216480568
1872	0.2216372656
1873	0.2216295026
1874	0.2216218166
1875	0.2216142612
1876	0.2216065178
1877	0.2215976966
1878	0.2215834772
1879	0.2215716753
1880	0.2215635458
1881	0.2215568072
1882	0.2215493612
1883	0.2215383226
1884	0.2215328059
1885	0.2215256102
1886	0.2215155048
1887	0.2215088191
1888	0.2215007821
1889	0.2214968633
1890	0.22149023
1891	0.2214863618
1892	0.2214740645
1893	0.2214670315
1894	0.2214584133
1895	0.2214517138
1896	0.2214457591
1897	0.2214387612
1898	0.2214321607
1899	0.2214222887
1900	0.2214102479
1901	0.2214040865
1902	0.221393804
1903	0.2213825795
1904	0.2213737028
1905	0.2213682508
1906	0.2213603379
1907	0.2213515952
1908	0.2213411395
1909	0.221333605
1910	0.2213285473
1911	0.2213224101
1912	0.2213144243
1913	0.2212988306
1914	0.2212913681
1915	0.2212856602
1916	0.2212789076
1917	0.2212727016
1918	0.2212644686
1919	0.2212550109
1920	0.2212519629
1921	0.2212351645
1922	0.2212288498
1923	0.2212184477
1924	0.2212068395
1925	0.2211992177
1926	0.2211912992
1927	0.221183803
1928	0.2211778732
1929	0.2211701989
1930	0.2211625132
1931	0.2211581252
1932	0.2211474272
1933	0.2211397807
1934	0.2211326012
1935	0.2211201739
1936	0.2211134145
1937	0.221104095
1938	0.2210882523
1939	0.2210810569
1940	0.2210734053
1941	0.2210671756
1942	0.221057631
1943	0.2210536285
1944	0.2210457629
1945	0.221034477
1946	0.2210280583
1947	0.2210185313
1948	0.2210129662
1949	0.2210059481
1950	0.2209986371
1951	0.2209905008
1952	0.2209833293
1953	0.2209763551
1954	0.2209718129
1955	0.2209636705
1956	0.2209561551
1957	0.2209423075
1958	0.2209327902
1959	0.2209256184
1960	0.2209191717
1961	0.2209142683
1962	0.2209028876
1963	0.2208943832
1964	0.2208884945
1965	0.2208806045
1966	0.2208719228
1967	0.2208638915
1968	0.2208545384
1969	0.2208471372
1970	0.2208384141
1971	0.2208243371
1972	0.2208194045
1973	0.2208118716
1974	0.2208047312
1975	0.2207988764
1976	0.2207940436
1977	0.2207861925
1978	0.2207768293
1979	0.2207685345
1980	0.220757192
1981	0.2207483976
1982	0.2207357863
1983	0.2207305159
1984	0.2207246401
1985	0.2207167131
1986	0.2207085591
1987	0.2206969669
1988	0.2206898388
1989	0.2206844082
1990	0.2206759275
1991	0.2206679168
1992	0.2206602143
1993	0.2206489273
1994	0.2206407254
1995	0.2206314083
1996	0.2206170245
1997	0.2206084834
1998	0.220602831
1999	0.2205960546
2000	0.2205869997
2001	0.2205739401
2002	0.2205664961
2003	0.2205620258
2004	0.2205499241
2005	0.2205420485
2006	0.2205332563
2007	0.2205268448
2008	0.2205206299
2009	0.2205153944
2010	0.2205086088
2011	0.2205014285
2012	0.220492234
2013	0.2204848934
2014	0.2204764212
2015	0.2204659002
2016	0.2204568574
2017	0.2204446063
2018	0.2204379728
2019	0.220427876
2020	0.2204182383
2021	0.2204109899
2022	0.2204015385
2023	0.2203867548
2024	0.2203770486
2025	0.220369788
2026	0.2203621891
2027	0.2203551591
2028	0.2203479794
2029	0.2203440704
2030	0.2203379402
2031	0.2203286674
2032	0.2203174649
2033	0.2203102733
2034	0.2202962648
2035	0.2202912415
2036	0.2202821751
2037	0.2202743115
2038	0.2202659819
2039	0.2202551328
2040	0.2202438738
2041	0.2202390365
2042	0.2202275179
2043	0.2202207797
2044	0.2202153943
2045	0.2202089648
2046	0.2201984173
2047	0.2201927091
2048	0.2201874455
2049	0.2201760118
2050	0.2201661947
2051	0.220158763
2052	0.2201497329
2053	0.2201455062
2054	0.2201396444
2055	0.2201332265
2056	0.2201290085
2057	0.2201181249
2058	0.2201119657
2059	0.2201091292
2060	0.2200952062
2061	0.2200889343
2062	0.2200820828
2063	0.2200749838
2064	0.2200692561
2065	0.2200549932
2066	0.2200515599
2067	0.2200440864
2068	0.2200311932
2069	0.2200291322
2070	0.220019997
2071	0.2200095625
2072	0.220005347
2073	0.2199997717
2074	0.2199934973
2075	0.2199821338
2076	0.2199709383
2077	0.2199638942
2078	0.2199552628
2079	0.2199448891
2080	0.2199379521
2081	0.2199317668
2082	0.2199217014
2083	0.2199161477
2084	0.219908968
2085	0.2198992564
2086	0.2198938237
2087	0.2198890197
2088	0.2198802742
2089	0.2198729783
2090	0.2198686871
2091	0.2198620832
2092	0.2198543142
2093	0.2198474459
2094	0.2198413706
2095	0.2198365458
2096	0.2198282847
2097	0.2198176192
2098	0.2198064384
2099	0.2197995161
2100	0.2197948295
2101	0.2197876274
2102	0.2197832351
2103	0.2197705496
2104	0.2197574449
2105	0.2197473354
2106	0.2197440838
2107	0.2197371555
2108	0.2197314078
2109	0.2197195265
2110	0.2197128976
2111	0.2197061715
2112	0.2196966101
2113	0.2196931673
2114	0.2196863578
2115	0.2196766929
2116	0.2196677026
2117	0.2196625487
2118	0.2196566748
2119	0.2196511886
2120	0.2196389957
2121	0.2196301196
2122	0.2196222437
2123	0.2196154611
2124	0.2196126953
2125	0.219604611
2126	0.2195952979
2127	0.219589507
2128	0.2195856216
2129	0.2195751598
2130	0.2195670272
2131	0.2195574879
2132	0.219552475
2133	0.2195453994
2134	0.2195305671
2135	0.2195281145
2136	0.2195254849
2137	0.2195186334
2138	0.2194949686
2139	0.2194896509
2140	0.2194813289
2141	0.2194756356
2142	0.2194664156
2143	0.2194583873
2144	0.2194516377
2145	0.2194429909
2146	0.2194357588
2147	0.2194296439
2148	0.2194203867
2149	0.2194159631
2150	0.2194091198
2151	0.2193995483
2152	0.219392965
2153	0.219384999
2154	0.2193789063
2155	0.2193738969
2156	0.2193656185
2157	0.2193596457
2158	0.2193542033
2159	0.2193479413
2160	0.2193378336
2161	0.2193323717
2162	0.2193255018
2163	0.2193168279
2164	0.2193091991
2165	0.2192891865
2166	0.2192816511
2167	0.2192756017
2168	0.2192691848
2169	0.2192607893
2170	0.2192533193
2171	0.2192473056
2172	0.2192370619
2173	0.2192307004
2174	0.2192249806
2175	0.2192208447
2176	0.2192078737
2177	0.2191957623
2178	0.2191877078
2179	0.2191805146
2180	0.2191733209
2181	0.2191654795
2182	0.2191593134
2183	0.219152283
2184	0.219144677
2185	0.21913877
2186	0.2191326418
2187	0.219123398
2188	0.2191184399
2189	0.2191114477
2190	0.2191073453
2191	0.2191016484
2192	0.2190955944
2193	0.2190898832
2194	0.2190713139
2195	0.2190635115
2196	0.2190602194
2197	0.2190539343
2198	0.2190443827
2199	0.2190390147
2200	0.2190287344
2201	0.2190231086
2202	0.2190154946
2203	0.2190058354
2204	0.2189995695
2205	0.2189910698
2206	0.2189847746
2207	0.2189790596
2208	0.2189739699
2209	0.2189616813
2210	0.2189548454
2211	0.2189476057
2212	0.2189406435
2213	0.2189344511
2214	0.2189300144
2215	0.2189239422
2216	0.2189168149
2217	0.2189102689
2218	0.2189040106
2219	0.2188995478
2220	0.2188935813
2221	0.218881574
2222	0.2188749222
2223	0.2188688569
2224	0.218856449
2225	0.2188514173
2226	0.218845663
2227	0.2188382755
2228	0.2188309526
2229	0.2188233758
2230	0.2188183803
2231	0.2188114879
2232	0.2188084989
2233	0.2188023976
2234	0.2187895941
2235	0.2187835393
2236	0.218776509
2237	0.2187698456
2238	0.2187634623
2239	0.2187557268
2240	0.2187479301
2241	0.2187393995
2242	0.2187347027
2243	0.2187290638
2244	0.2187233674
2245	0.2187186196
2246	0.2187131516
2247	0.2187052619
2248	0.2186975683
2249	0.218688963
2250	0.2186872315
2251	0.2186806509
2252	0.2186753251
2253	0.2186668219
2254	0.2186599726
2255	0.218653333
2256	0.2186517299
2257	0.2186480938
2258	0.2186411947
2259	0.2186344663
2260	0.2186285429
2261	0.2186230884
2262	0.2186178117
2263	0.2186103142
2264	0.2186010589
2265	0.2185866333
2266	0.2185781032
2267	0.2185718886
2268	0.2185667547
2269	0.2185617427
2270	0.2185549827
2271	0.2185477657
2272	0.2185386714
2273	0.2185332256
2274	0.218527807
2275	0.2185197385
2276	0.2185121082
2277	0.2185024859
2278	0.2184965763
2279	0.2184888921
2280	0.2184806146
2281	0.2184671585
2282	0.2184502759
2283	0.2184448171
2284	0.2184370103
2285	0.2184274857
2286	0.2184208387
2287	0.2184155127
2288	0.2184081494
2289	0.2184028962
2290	0.2183971895
2291	0.2183912996
2292	0.2183859301
2293	0.2183762862
2294	0.2183756245
2295	0.2183653739
2296	0.2183490515
2297	0.2183381006
2298	0.2183329354
2299	0.2183267944
2300	0.2183207104
2301	0.218315596
2302	0.2183060155
2303	0.2183003451
2304	0.2182921383
2305	0.2182850203
2306	0.2182760913
2307	0.2182618587
2308	0.218254221
2309	0.2182496084
2310	0.2182409864
2311	0.2182352096
2312	0.2182302092
2313	0.2182263697
2314	0.2182201814
2315	0.2182120714
2316	0.2182072696
2317	0.2182031401
2318	0.2181961449
2319	0.2181932094
2320	0.2181801157
2321	0.2181683376
2322	0.21816229
2323	0.2181572184
2324	0.2181508466
2325	0.218145137
2326	0.2181407144
2327	0.2181325213
2328	0.2181270086
2329	0.2181192631
2330	0.2181142268
2331	0.2181065456
2332	0.2180970834
2333	0.2180700123
2334	0.2180575724
2335	0.2180517787
2336	0.2180459434
2337	0.2180390675
2338	0.218028941
2339	0.2180207977
2340	0.2180130035
2341	0.2180060006
2342	0.2180005087
2343	0.2179960667
2344	0.2179834849
2345	0.2179761356
2346	0.2179689266
2347	0.2179629381
2348	0.2179554066
2349	0.2179466244
2350	0.2179398129
2351	0.2179293401
2352	0.2179225691
2353	0.2179168778
2354	0.2179031157
2355	0.217896649
2356	0.2178914938
2357	0.2178864383
2358	0.2178799818
2359	0.2178745319
2360	0.2178725203
2361	0.2178665125
2362	0.2178589186
2363	0.2178563795
2364	0.2178499161
2365	0.2178436886
2366	0.2178362289
2367	0.2178293081
2368	0.2178244841
2369	0.2178196003
2370	0.2178134724
2371	0.2178074831
2372	0.2178015151
2373	0.2177938131
2374	0.2177856781
2375	0.2177801086
2376	0.217774813
2377	0.2177706172
2378	0.2177657653
2379	0.217759249
2380	0.217750099
2381	0.217737989
2382	0.2177309442
2383	0.2177263235
2384	0.2177171854
2385	0.2177096867
2386	0.2176934681
2387	0.2176872304
2388	0.2176787512
2389	0.2176722595
2390	0.2176625136
2391	0.217654285
2392	0.2176500852
2393	0.2176442564
2394	0.2176384051
2395	0.2176332943
2396	0.2176218928
2397	0.2176145886
2398	0.2176079359
2399	0.2176035749
2400	0.2176008278
2401	0.2175978285
2402	0.2175828267
2403	0.2175713604
2404	0.2175649707
2405	0.2175607298
2406	0.2175509439
2407	0.2175405136
2408	0.2175349081
2409	0.217526738
2410	0.217520865
2411	0.2175159649
2412	0.2175082146
2413	0.2174977999
2414	0.2174908421
2415	0.217484842
2416	0.2174787206
2417	0.2174736049
2418	0.2174682689
2419	0.2174599936
2420	0.2174514146
2421	0.2174413019
2422	0.2174344307
2423	0.217425603
2424	0.217414895
2425	0.2174075218
2426	0.2174010068
2427	0.217389815
2428	0.2173838385
2429	0.2173761199
2430	0.217368608
2431	0.2173610759
2432	0.2173535711
2433	0.2173485462
2434	0.2173431445
2435	0.2173391428
2436	0.2173323764
2437	0.2173295788
2438	0.2173236604
2439	0.2173179593
2440	0.217311185
2441	0.217305357
2442	0.2172997338
2443	0.217294445
2444	0.2172870137
2445	0.2172795469
2446	0.2172735087
2447	0.2172681568
2448	0.2172630124
2449	0.2172475184
2450	0.2172412125
2451	0.2172358819
2452	0.2172246546
2453	0.2172187567
2454	0.2172115874
2455	0.2172036209
2456	0.2171966783
2457	0.2171922631
2458	0.2171868997
2459	0.2171814912
2460	0.2171772037
2461	0.2171714892
2462	0.2171666645
2463	0.2171592889
2464	0.217148848
2465	0.2171389717
2466	0.2171276132
2467	0.217121546
2468	0.2171073837
2469	0.2171024231
2470	0.217097118
2471	0.2170827017
2472	0.2170769286
2473	0.2170714785
2474	0.217062046
2475	0.2170560683
2476	0.2170478721
2477	0.2170401727
2478	0.2170336091
2479	0.2170279562
2480	0.2170195177
2481	0.2170118272
2482	0.21700505
2483	0.2170002065
2484	0.2169922715
2485	0.2169865699
2486	0.2169816138
2487	0.216975624
2488	0.2169706968
2489	0.2169630668
2490	0.2169558338
2491	0.2169488256
2492	0.2169352678
2493	0.2169291283
2494	0.2169232032
2495	0.216917887
2496	0.2169142157
2497	0.2169088128
2498	0.2169029986
2499	0.2168955983
